prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.4002769116759266,0.0,0.0,0.5997230883240735,3048300,respiratory,vector
0.0,0.0,0.0,1.0,3047375,vector,vector
0.19955049956564275,0.0,0.0,0.8004495004343573,3052610,direct contact,vector
0.0,0.0,0.0,1.0,1972578,vector,vector
0.47962573829141375,0.17272938130193238,0.0,0.3476448804066538,3052223,direct contact,direct contact
0.0,0.4545256302070805,0.0,0.5454743697929195,1330491,faecal-oral,vector
0.0,0.0,0.0,1.0,3052397,vector,vector
0.0,0.0,0.0,1.0,3052413,vector,vector
0.0,0.20218901618865737,0.39511523972652435,0.4026957440848184,11137,respiratory,vector
0.0,0.0,0.0,1.0,2083199,vector,vector
0.0,0.19973247637207694,0.0,0.8002675236279231,35612,direct contact,vector
0.0,0.0,0.0,1.0,3052468,vector,vector
0.0,0.40317458080357393,0.0,0.5968254191964261,1348384,faecal-oral,vector
0.18312532466984233,0.4508454132813784,0.0,0.3660292620487792,2003652,faecal-oral,faecal-oral
0.0,0.0,0.0,1.0,3052418,vector,vector
0.0,0.0,0.0,1.0,3052401,vector,vector
0.8685845716293801,0.0,0.0,0.13141542837061995,3052461,direct contact,direct contact
0.20114653705121047,0.0,0.0,0.7988534629487896,11709,direct contact,vector
0.4061977966873223,0.19682337665471547,0.0,0.39697882665796225,3052560,direct contact,direct contact
0.0,0.0,0.0,1.0,3048459,vector,vector
0.0,0.0,0.0,1.0,3048225,vector,vector
0.0,0.0,0.0,1.0,37124,vector,vector
0.0,0.40132489943274263,0.19862891420951592,0.4000461863577414,277944,respiratory,faecal-oral
0.0,0.0,0.0,1.0,3048168,vector,vector
0.0,0.0,0.0,1.0,11036,vector,vector
0.6375087762211448,0.1813216773990585,0.0,0.1811695463797968,138949,direct contact,direct contact
0.6842454518551505,0.0,0.0,0.3157545481448495,3052459,direct contact,direct contact
0.19940746998962358,0.6033693306618247,0.0,0.19722319934855168,1821750,faecal-oral,faecal-oral
0.20334255933669504,0.0,0.796657440663305,0.0,3052303,respiratory,respiratory
