prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.228,0.08,0.402,0.29,3052499,respiratory,respiratory
0.164,0.064,0.094,0.678,3052464,vector,vector
0.22,0.116,0.194,0.47,2955935,direct contact,vector
0.12,0.034,0.04,0.806,2083199,vector,vector
0.224,0.124,0.182,0.47,2955465,direct contact,vector
0.468,0.212,0.094,0.226,11983,faecal-oral,direct contact
0.352,0.19,0.096,0.362,77763,vector,vector
0.292,0.182,0.162,0.364,3052676,vector,vector
0.148,0.052,0.546,0.254,3052480,respiratory,respiratory
0.154,0.086,0.096,0.664,3052413,vector,vector
0.25,0.108,0.386,0.256,3052314,direct contact,respiratory
0.222,0.146,0.108,0.524,1972572,vector,vector
0.284,0.204,0.102,0.41,1239570,faecal-oral,vector
0.298,0.148,0.238,0.316,1803956,faecal-oral,vector
0.082,0.054,0.036,0.828,59304,vector,vector
0.188,0.084,0.15,0.578,3052418,vector,vector
0.564,0.126,0.09,0.22,11642,direct contact,direct contact
0.242,0.014,0.026,0.718,3048184,direct contact,vector
0.374,0.138,0.166,0.322,11676,direct contact,direct contact
0.298,0.132,0.2,0.37,1972574,vector,vector
0.076,0.044,0.054,0.826,3048168,vector,vector
0.236,0.12,0.204,0.44,3052429,vector,vector
0.25,0.176,0.1,0.474,2846071,respiratory,vector
0.182,0.1,0.122,0.596,3052401,vector,vector
0.038,0.03,0.018,0.914,3052468,vector,vector
0.564,0.11,0.104,0.222,3052556,direct contact,direct contact
0.436,0.204,0.092,0.268,138950,direct contact,direct contact
0.192,0.526,0.094,0.188,2003651,faecal-oral,faecal-oral
0.138,0.064,0.586,0.212,3052470,respiratory,respiratory
