prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.342,0.24,0.178,0.24,1335626,respiratory,direct contact
0.217,0.06,0.154,0.569,3052418,vector,vector
0.252,0.194,0.264,0.29,694009,direct contact,vector
0.12,0.072,0.048,0.76,59304,vector,vector
0.173,0.02,0.02,0.787,3048184,direct contact,vector
0.212,0.484,0.094,0.21,2003651,faecal-oral,faecal-oral
0.286,0.106,0.162,0.446,1972574,vector,vector
0.242,0.092,0.152,0.514,3052381,vector,vector
0.336,0.116,0.328,0.22,3052303,respiratory,direct contact
0.098,0.05,0.042,0.81,3048168,vector,vector
0.472,0.172,0.182,0.174,194440,direct contact,direct contact
0.266,0.106,0.11,0.518,1933190,vector,vector
0.298,0.256,0.094,0.352,1239572,faecal-oral,vector
0.234,0.454,0.11,0.202,1330491,faecal-oral,faecal-oral
0.098,0.032,0.042,0.828,37124,vector,vector
0.278,0.138,0.078,0.506,40057,vector,vector
0.526,0.128,0.118,0.228,338079,direct contact,direct contact
0.754,0.062,0.058,0.126,249583,direct contact,direct contact
0.398,0.16,0.192,0.25,147712,direct contact,direct contact
0.118,0.056,0.052,0.774,59301,vector,vector
0.196,0.142,0.156,0.506,3052456,vector,vector
0.212,0.112,0.078,0.598,40053,vector,vector
0.262,0.07,0.53,0.138,3052317,respiratory,respiratory
0.0655,0.026,0.026,0.8825,3048215,vector,vector
0.1,0.036,0.028,0.836,3052463,vector,vector
0.504,0.066,0.078,0.352,3052342,direct contact,direct contact
0.66,0.084,0.08,0.176,3052461,direct contact,direct contact
0.21,0.182,0.226,0.382,693997,faecal-oral,vector
0.2775,0.108,0.404,0.2105,3052307,respiratory,respiratory
