prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.003676328,0.004189044,0.001933304,0.8441109,0.072543174,0.07354724,3052557,respiratory,respiratory
0.0062355413,0.0476565,0.011547034,0.0037717777,0.010824323,0.9199648,11020,viraemic,viraemic
0.34752592,0.042541523,0.03548211,0.017347382,0.2492564,0.30784667,138951,gastrointestinal,gastrointestinal
0.011740157,0.034485925,0.016813232,0.009143069,0.009555587,0.918262,40058,viraemic,viraemic
0.04917899,0.1754455,0.46043706,0.03578858,0.052449513,0.22670037,204269,neural,other
0.013362145,0.02104814,0.20886077,0.013426119,0.5788383,0.16446458,3052480,other,systemic
0.017601524,0.089791894,0.006844948,0.02577957,0.008786095,0.851196,3052518,systemic,viraemic
0.0073056757,0.03777,0.9066907,0.008389245,0.013460595,0.0263838,2846071,viraemic,other
0.0578823,0.24071886,0.33517054,0.060730737,0.03844579,0.2670518,11676,other,other
0.025939839,0.00983297,0.009222125,0.012770081,0.91210103,0.030133901,3052460,systemic,systemic
0.003685176,0.8717867,0.0075419946,0.0031824056,0.029953074,0.08385062,249583,neural,neural
0.034217276,0.009320498,0.003951327,0.012768914,0.9000939,0.03964812,3052461,systemic,systemic
0.08355257,0.23788048,0.20603113,0.11284998,0.08735295,0.2723329,11709,other,viraemic
0.6998252,0.06757246,0.14086987,0.028732412,0.025043521,0.037956543,194441,other,gastrointestinal
0.0069466615,0.63895637,0.0065041753,0.05769132,0.020583633,0.26931784,3052463,viraemic,neural
0.00095856196,0.07351436,0.002071029,0.00089722604,0.0014081204,0.9211507,60877,viraemic,viraemic
0.9671518,0.0052139675,0.0039869584,0.017129071,0.0025978247,0.003920347,1821750,gastrointestinal,gastrointestinal
0.021832537,0.25810766,0.09396415,0.012924921,0.04133554,0.5718352,1972576,neural,viraemic
0.0016740808,0.9825753,0.0048931604,0.0010650344,0.0039418945,0.005850507,11292,neural,neural
0.007839573,0.03816215,0.0024872008,0.014766129,0.8541747,0.0825702,3052560,systemic,systemic
0.022064233,0.05243132,0.011584093,0.009760988,0.5332326,0.37092674,3051375,viraemic,systemic
0.13845539,0.12984453,0.04460904,0.041456778,0.021301342,0.6243329,3052537,viraemic,viraemic
0.027096719,0.0059414105,0.028643437,0.9299964,0.0036657033,0.004656365,694009,respiratory,respiratory
0.02972617,0.006335324,0.01635741,0.19660912,0.0054231193,0.74554884,3052456,viraemic,viraemic
0.014371802,0.0059311762,0.009110169,0.46660072,0.005837699,0.4981484,3052401,viraemic,viraemic
0.7346236,0.024174511,0.010777264,0.008951015,0.07713443,0.14433916,1239565,gastrointestinal,gastrointestinal
0.18350996,0.0083062835,0.039007865,0.17612104,0.5751033,0.017951563,67605,gastrointestinal,systemic
0.028278695,0.89766157,0.0072195884,0.005864331,0.028631385,0.032344446,3052468,neural,neural
0.0057924874,0.9469513,0.006319791,0.0028695585,0.007588727,0.030478174,59301,viraemic,neural
0.39977846,0.032134596,0.055945475,0.10846142,0.1957892,0.20789087,463676,respiratory,gastrointestinal
