prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.28302984509250156,0.06138294736960882,0.6138399809634226,0.04174722657446721,3052789,respiratory,respiratory
0.009351303926062812,0.014049721637598534,0.012482068297727583,0.964116906138611,3052418,vector,vector
0.796778602148409,0.11682427461593736,0.008643489173382708,0.07775363406227079,138948,direct contact,direct contact
0.19304668553913043,0.5742529784780236,0.04291260179113833,0.18978773419170786,1239573,faecal-oral,faecal-oral
0.026683102662382493,0.023683579473743183,0.016131062640646128,0.9335022552232279,60876,vector,vector
0.5231551004970317,0.1809367516534601,0.08156773084232663,0.21434041700718132,36427,faecal-oral,direct contact
0.18893634373906995,0.0549190980091949,0.12571298389668473,0.6304315743550503,40057,vector,vector
0.9135430436087845,0.04507907464753607,0.025169476226978012,0.016208405516701465,90961,direct contact,direct contact
0.03957762789873239,0.05156827662793243,0.043295260465878435,0.8655588350074569,3047395,vector,vector
0.8667453156430431,0.07099405499872549,0.024695447090828878,0.03756518226740254,3049952,direct contact,direct contact
0.06325799828935037,0.04131053793384836,0.8785745091707405,0.016856954606060542,3052499,respiratory,respiratory
0.018931517270674558,0.01624323771204261,0.017937048515988558,0.9468881965012944,3047837,vector,vector
0.01593234691834589,0.015225340694501318,0.008148386830094778,0.960693925557058,3047375,vector,vector
0.08173624305430048,0.017566224711089987,0.04429020472579883,0.8564073275088109,3048184,direct contact,vector
0.02122495110595083,0.027530450386587666,0.04942363358222875,0.901820964925233,3052426,vector,vector
0.042800790132592095,0.01190837457862635,0.01448339582971077,0.9308074394590707,3048443,vector,vector
0.1100230881818574,0.04655806219589246,0.039622152769301804,0.8037966968529481,3048447,vector,vector
0.03384971201015105,0.021110697018452345,0.02235974775771325,0.9226798432136831,1972577,vector,vector
0.09957132499922818,0.8445148639583014,0.018302083786764345,0.037611727255706044,2003649,faecal-oral,faecal-oral
0.7997599050234391,0.051372996160230576,0.1213471223979725,0.027519976418357735,3048148,direct contact,direct contact
0.06325799828935037,0.04131053793384836,0.8785745091707405,0.016856954606060542,3052470,respiratory,respiratory
0.0896382111122515,0.13930238837328113,0.6244940103291045,0.14656539018536294,2846071,respiratory,respiratory
0.01977267391931008,0.013509542559826424,0.007091868469182893,0.9596259150516807,3048168,vector,vector
0.12912058320092318,0.8105298647327855,0.01954749912525226,0.04080205294103936,2956252,faecal-oral,faecal-oral
0.8442773859097822,0.055166933267863864,0.06809063790223614,0.032465042920118016,3051375,direct contact,direct contact
0.006894157476109362,0.017550254869897648,0.0243079822013836,0.9512476054526094,3052401,vector,vector
0.6116995247098233,0.10139030640129937,0.1471533944184119,0.13975677447046547,3052230,direct contact,direct contact
0.03165008504090801,0.029295682466470043,0.018448777417380047,0.9206054550752418,11029,vector,vector
0.7806057903172409,0.11827014900802811,0.0355935333004611,0.0655305273742699,138950,direct contact,direct contact
0.10652788580722776,0.05707842959254947,0.7900467900140113,0.046346894586211496,3052310,respiratory,respiratory
