prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.16699105713256324,0.2758899831264254,0.442271989384266,0.11484697035674536,1335626,respiratory,respiratory
0.17333556539294998,0.01491751721622785,0.2547496529104317,0.5569972644803903,1933190,vector,vector
0.7527320177952567,0.0834614818258338,0.08154712190295546,0.08225937847595387,3052460,direct contact,direct contact
0.22796826408061302,0.11268597879503907,0.06390465299837014,0.5954411041259781,1972574,vector,vector
0.7459727426431381,0.20839044077132152,0.03155631802396051,0.01408049856157978,3048148,direct contact,direct contact
0.1781386086166367,0.7334149591999153,0.022732554147739895,0.06571387803570809,1239573,faecal-oral,faecal-oral
0.03602775213240981,0.01892291240600006,0.09179432422564208,0.853255011235948,3052426,vector,vector
0.8731000899146123,0.01192950207520368,0.0849004197242571,0.03006998828592689,3052684,vector,direct contact
0.05275869733518423,0.016259514030503724,0.6982948298718855,0.23268695876242684,3052501,respiratory,respiratory
0.08270826542809365,0.05273410817057441,0.1475697498377862,0.7169878765635457,2747210,vector,vector
0.1612911363038677,0.025099512818277738,0.030383437854530716,0.7832259130233237,2955935,direct contact,vector
0.03632665556900516,0.0034574935919910125,0.014082612479599885,0.946133238359404,3048360,vector,vector
0.1980463427773684,0.4551274829929246,0.09914085187288041,0.24768532235682653,1678143,faecal-oral,faecal-oral
0.2121202162488305,0.5011819978364251,0.014904892325260342,0.2717928935894841,1239565,faecal-oral,faecal-oral
0.08546710373262663,0.0021115632747583037,0.012546560263067828,0.8998747727295473,3052464,vector,vector
0.17495632086543267,0.07858638334405764,0.0782228119685148,0.668234483821995,1972579,vector,vector
0.9608348112842738,0.022078786463196314,0.010603912338199368,0.006482489914330462,3052230,direct contact,direct contact
0.4009724060274516,0.03561245986137637,0.3415882778045084,0.22182685630666346,3052610,direct contact,direct contact
0.9833683857302377,0.010040016426142962,0.0062487257550065305,0.0003428720886129058,194441,direct contact,direct contact
0.04462299598899199,0.002402175358436909,0.050587055577660446,0.9023877730749106,3047375,vector,vector
0.12251299480229148,0.09877557138177111,0.018696483771214013,0.7600149500447232,59304,vector,vector
0.05242594723063427,0.0011546519784351094,0.015021469633485659,0.9313979311574447,3048459,vector,vector
0.03808716575133429,0.010938894894926346,0.7669312178124291,0.1840427215413101,3052493,respiratory,respiratory
0.06203540906288024,0.04465575603142327,0.0383075598901189,0.8550012750155778,59301,vector,vector
0.08009464090361776,0.002446036612667966,0.02295607093528278,0.8945032515484318,3047837,vector,vector
0.8512049852260936,0.13208606197047998,0.009608397123655155,0.007100555679771304,3052560,direct contact,direct contact
0.8573845222586063,0.10957168119611257,0.0037557388089494246,0.029288057736331665,138950,direct contact,direct contact
0.4376434399989181,0.4809678774579057,0.010491389136956776,0.07089729340621934,2003652,faecal-oral,faecal-oral
0.11581201928879292,0.0520976459171878,0.45760513126392033,0.3744852035300993,3052503,respiratory,respiratory
