prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.18516886640264307,0.0,0.8148311335973569,0.0,3052317,respiratory,respiratory
0.0,0.32729320459271016,0.0,0.6727067954072898,40057,vector,vector
0.7943535108527915,0.20564648914720846,0.0,0.0,138951,direct contact,direct contact
0.0,0.0,0.0,1.0,59304,vector,vector
0.8023008691665825,0.0,0.0,0.1976991308334175,1987017,direct contact,direct contact
0.1781320262738616,0.8218679737261384,0.0,0.0,2003652,faecal-oral,faecal-oral
0.4118904454956282,0.0,0.0,0.5881095545043719,11569,vector,vector
0.0,0.0,0.0,1.0,3052401,vector,vector
0.0,0.0,1.0,0.0,3052474,respiratory,respiratory
0.0,0.0,0.0,1.0,11021,vector,vector
1.0,0.0,0.0,0.0,3052556,direct contact,direct contact
0.0,0.0,0.40612955008108836,0.5938704499189116,3052684,vector,vector
0.3942515426300206,0.19562666366924866,0.4101217937007307,0.0,1803956,faecal-oral,respiratory
0.0,0.8387124667570917,0.16128753324290832,0.0,2003649,faecal-oral,faecal-oral
0.1892268930949195,0.0,0.0,0.8107731069050805,204269,vector,vector
0.0,0.0,0.0,1.0,3052440,vector,vector
1.0,0.0,0.0,0.0,249583,direct contact,direct contact
1.0,0.0,0.0,0.0,3052345,direct contact,direct contact
0.43200437449585044,0.0,0.0,0.5679956255041496,3048148,direct contact,vector
0.0,0.0,0.0,1.0,3048225,vector,vector
0.0,0.35939227303798815,0.0,0.640607726962012,40053,vector,vector
0.0,0.0,0.0,1.0,3048448,vector,vector
0.14967187890833095,0.15809779449768832,0.6922303265939808,0.0,290028,respiratory,respiratory
0.0,0.0,0.0,1.0,1972577,vector,vector
0.0,0.31138827507644334,0.0,0.6886117249235566,2748762,vector,vector
0.40547724707791977,0.39982031564177306,0.0,0.19470243728030723,12475,direct contact,direct contact
1.0,0.0,0.0,0.0,1897087,direct contact,direct contact
0.0,0.6346231920869523,0.3653768079130478,0.0,1239572,faecal-oral,faecal-oral
0.0,0.0,1.0,0.0,3052496,respiratory,respiratory
