prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.118,0.132,0.272,0.478,3052498,respiratory,vector
0.298,0.16,0.114,0.428,1972572,vector,vector
0.3,0.102,0.088,0.51,3048148,direct contact,vector
0.154,0.09,0.082,0.674,3052397,vector,vector
0.466,0.284,0.148,0.102,463676,direct contact,direct contact
0.16,0.486,0.184,0.17,1239570,faecal-oral,faecal-oral
0.382,0.13,0.096,0.392,3052464,vector,vector
0.296,0.05,0.052,0.602,3047837,vector,vector
0.168,0.444,0.202,0.186,1335626,respiratory,faecal-oral
0.46,0.042,0.04,0.458,3052465,vector,direct contact
0.736,0.056,0.062,0.146,249583,direct contact,direct contact
0.156,0.11,0.034,0.7,1972579,vector,vector
0.204,0.358,0.108,0.33,2956252,faecal-oral,faecal-oral
0.222,0.226,0.056,0.496,28876,faecal-oral,vector
0.106,0.026,0.1,0.768,3052444,vector,vector
0.146,0.062,0.088,0.704,3052413,vector,vector
0.702,0.044,0.072,0.182,1987017,direct contact,direct contact
0.72,0.032,0.028,0.22,11292,direct contact,direct contact
0.494,0.038,0.07,0.398,2951618,direct contact,direct contact
0.096,0.034,0.01,0.86,59304,vector,vector
0.066,0.056,0.156,0.722,3052381,vector,vector
0.076,0.03,0.006,0.888,3052468,vector,vector
0.148,0.09,0.558,0.204,3052501,respiratory,respiratory
0.106,0.034,0.004,0.856,11033,vector,vector
0.18,0.122,0.028,0.67,3048440,vector,vector
0.54,0.172,0.128,0.16,147712,direct contact,direct contact
0.732,0.052,0.032,0.184,3052462,direct contact,direct contact
0.192,0.362,0.116,0.33,1348384,faecal-oral,faecal-oral
0.136,0.178,0.434,0.252,3052477,respiratory,respiratory
