prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.12,0.33,0.44,0.11,694003,respiratory,respiratory
0.27,0.01,0.0,0.72,3048170,vector,vector
0.69,0.08,0.04,0.19,90961,direct contact,direct contact
0.4,0.06,0.08,0.46,3052464,vector,vector
0.73,0.03,0.03,0.21,3052459,direct contact,direct contact
0.18,0.28,0.15,0.39,36427,faecal-oral,vector
0.09,0.03,0.0,0.88,3048443,vector,vector
0.33,0.13,0.09,0.45,3052401,vector,vector
0.25,0.34,0.24,0.17,1335626,respiratory,faecal-oral
0.11,0.05,0.0,0.84,59301,vector,vector
0.27,0.23,0.17,0.33,2955935,direct contact,vector
0.06,0.0,0.02,0.92,37124,vector,vector
0.22,0.47,0.03,0.28,1821750,faecal-oral,faecal-oral
0.16,0.47,0.23,0.14,1239570,faecal-oral,faecal-oral
0.18,0.07,0.09,0.66,3048440,vector,vector
0.16,0.14,0.07,0.63,2747210,vector,vector
0.29,0.38,0.05,0.28,35612,direct contact,faecal-oral
0.48,0.25,0.21,0.06,338079,direct contact,direct contact
0.54,0.08,0.04,0.34,3051375,direct contact,direct contact
0.16,0.08,0.12,0.64,3052413,vector,vector
0.09,0.02,0.02,0.87,60877,vector,vector
0.12,0.14,0.05,0.69,40053,vector,vector
0.11,0.17,0.4,0.32,3052493,respiratory,respiratory
0.42,0.04,0.09,0.45,1972574,vector,vector
0.23,0.09,0.02,0.66,40057,vector,vector
0.48,0.22,0.18,0.12,338478,direct contact,direct contact
0.37,0.22,0.08,0.33,3052610,direct contact,direct contact
0.26,0.26,0.33,0.15,1803956,faecal-oral,respiratory
0.16,0.02,0.48,0.34,1980456,respiratory,respiratory
