prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.102,0.082,0.582,0.234,3052503,respiratory,respiratory
0.3,0.1,0.086,0.514,1972578,vector,vector
0.556,0.064,0.114,0.266,1987017,direct contact,direct contact
0.128,0.074,0.332,0.466,3052684,vector,vector
0.77,0.042,0.058,0.13,3052460,direct contact,direct contact
0.192,0.434,0.118,0.256,1348384,faecal-oral,faecal-oral
0.082,0.028,0.01,0.88,11021,vector,vector
0.112,0.044,0.09,0.754,3052418,vector,vector
0.084,0.066,0.752,0.098,3052325,respiratory,respiratory
0.09,0.152,0.056,0.702,3052387,vector,vector
0.416,0.146,0.144,0.294,12475,direct contact,direct contact
0.138,0.084,0.048,0.73,11318,vector,vector
0.232,0.368,0.238,0.162,1239570,faecal-oral,faecal-oral
0.24,0.35,0.122,0.288,2956252,faecal-oral,faecal-oral
0.15,0.062,0.096,0.692,3047817,vector,vector
0.12,0.046,0.072,0.762,3047395,vector,vector
0.302,0.13,0.102,0.466,3048148,direct contact,vector
0.576,0.04,0.052,0.332,2951619,direct contact,direct contact
0.602,0.08,0.046,0.272,3049952,direct contact,direct contact
0.116,0.1,0.15,0.634,1933191,vector,vector
0.06,0.022,0.02,0.898,3052468,vector,vector
0.13,0.074,0.274,0.522,3052537,vector,vector
0.112,0.27,0.542,0.076,277944,respiratory,respiratory
0.094,0.024,0.142,0.74,3052444,vector,vector
0.228,0.058,0.044,0.67,3048215,vector,vector
0.498,0.056,0.086,0.36,38767,direct contact,direct contact
0.386,0.192,0.106,0.316,3052230,direct contact,direct contact
0.232,0.326,0.246,0.196,67605,faecal-oral,faecal-oral
0.196,0.11,0.4,0.294,3052499,respiratory,respiratory
