prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.106,0.068,0.294,0.532,3052303,respiratory,vector
0.108,0.014,0.006,0.872,2169701,vector,vector
0.852,0.02,0.03,0.098,3052460,direct contact,direct contact
0.186,0.144,0.108,0.562,3052429,vector,vector
0.162,0.078,0.43,0.33,3052314,direct contact,respiratory
0.522,0.17,0.07,0.238,95342,faecal-oral,direct contact
0.186,0.064,0.176,0.574,3052390,vector,vector
0.116,0.15,0.086,0.648,3052387,vector,vector
0.102,0.226,0.59,0.082,290028,respiratory,respiratory
0.084,0.038,0.004,0.874,11021,vector,vector
0.426,0.124,0.364,0.086,147711,direct contact,direct contact
0.168,0.082,0.048,0.702,3052396,vector,vector
0.484,0.256,0.098,0.162,2003652,faecal-oral,direct contact
0.324,0.294,0.19,0.192,1239573,faecal-oral,direct contact
0.128,0.074,0.056,0.742,3052389,vector,vector
0.048,0.026,0.024,0.902,3047395,vector,vector
0.25,0.148,0.086,0.516,2955465,direct contact,vector
0.622,0.054,0.092,0.232,3052223,direct contact,direct contact
0.586,0.098,0.032,0.284,3049953,direct contact,direct contact
0.03,0.012,0.008,0.95,3048225,vector,vector
0.184,0.076,0.294,0.446,3052537,vector,vector
0.074,0.032,0.004,0.89,2083198,vector,vector
0.15,0.076,0.624,0.15,3052325,respiratory,respiratory
0.13,0.084,0.104,0.682,1933191,vector,vector
0.08,0.032,0.002,0.886,11036,vector,vector
0.73,0.032,0.066,0.172,11723,direct contact,direct contact
0.672,0.094,0.052,0.182,1897087,direct contact,direct contact
0.208,0.342,0.302,0.148,67605,faecal-oral,faecal-oral
0.124,0.126,0.11,0.64,3048300,respiratory,vector
