prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.224,0.068,0.08,0.628,3048300,respiratory,vector
0.182,0.08,0.068,0.67,3048168,vector,vector
0.426,0.13,0.142,0.302,11709,direct contact,direct contact
0.23,0.084,0.124,0.562,3052440,vector,vector
0.816,0.044,0.038,0.102,2951618,direct contact,direct contact
0.396,0.174,0.12,0.31,1678143,faecal-oral,direct contact
0.134,0.046,0.036,0.784,3048448,vector,vector
0.044,0.024,0.036,0.896,60875,vector,vector
0.106,0.042,0.7,0.152,3052470,respiratory,respiratory
0.33,0.126,0.072,0.472,40058,vector,vector
0.388,0.144,0.13,0.338,3049953,direct contact,direct contact
0.22,0.064,0.108,0.608,3052429,vector,vector
0.376,0.216,0.126,0.282,72149,faecal-oral,direct contact
0.356,0.126,0.108,0.41,28875,faecal-oral,vector
0.252,0.042,0.058,0.648,3048175,vector,vector
0.15,0.1,0.094,0.656,11024,vector,vector
0.562,0.072,0.102,0.264,3052458,direct contact,direct contact
0.466,0.106,0.144,0.284,338079,direct contact,direct contact
0.236,0.026,0.04,0.698,3048184,direct contact,vector
0.252,0.108,0.108,0.532,40053,vector,vector
0.35,0.112,0.154,0.384,1933190,vector,vector
0.126,0.06,0.05,0.764,3048225,vector,vector
0.29,0.154,0.274,0.282,290028,respiratory,direct contact
0.258,0.08,0.158,0.504,3052514,vector,vector
0.292,0.124,0.086,0.498,204269,vector,vector
0.382,0.144,0.114,0.36,3049954,direct contact,direct contact
0.346,0.136,0.118,0.4,3052610,direct contact,vector
0.32,0.26,0.136,0.284,1239570,faecal-oral,direct contact
0.258,0.104,0.376,0.262,1980456,respiratory,respiratory
