prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.046,0.066,0.126,0.094,0.228,0.44,3052537,5,5
0.022,0.142,0.032,0.022,0.624,0.158,3052314,4,4
0.112,0.028,0.516,0.176,0.046,0.122,11642,2,2
0.112,0.164,0.06,0.056,0.076,0.532,2955291,3,5
0.172,0.06,0.472,0.078,0.118,0.1,194440,2,2
0.032,0.102,0.04,0.072,0.322,0.432,3052225,1,5
0.04,0.126,0.048,0.094,0.294,0.398,1987019,5,5
0.078,0.246,0.062,0.046,0.066,0.502,40058,5,5
0.012,0.47,0.064,0.008,0.018,0.428,3052466,1,1
0.112,0.048,0.07,0.106,0.032,0.632,3052387,5,5
0.038,0.312,0.098,0.018,0.034,0.5,59304,5,5
0.114,0.14,0.046,0.098,0.23,0.372,3052560,4,5
0.06,0.108,0.088,0.11,0.228,0.406,1987017,5,5
0.134,0.068,0.436,0.11,0.146,0.106,194441,2,2
0.412,0.056,0.274,0.126,0.03,0.102,2003652,0,0
0.394,0.028,0.126,0.244,0.07,0.138,1239570,0,0
0.29,0.076,0.044,0.162,0.128,0.3,77763,1,5
0.038,0.418,0.038,0.014,0.244,0.248,249583,1,1
0.05,0.08,0.03,0.04,0.028,0.772,3052396,5,5
0.046,0.31,0.164,0.022,0.032,0.426,59300,5,5
0.052,0.052,0.212,0.048,0.242,0.394,1980456,4,5
0.032,0.43,0.03,0.016,0.176,0.316,2951618,1,1
0.28,0.028,0.054,0.366,0.09,0.182,694009,3,3
0.018,0.072,0.04,0.022,0.094,0.754,3052444,5,5
0.054,0.064,0.058,0.028,0.67,0.126,3052310,4,4
0.384,0.084,0.102,0.164,0.034,0.232,1239565,0,0
0.046,0.33,0.032,0.008,0.014,0.57,11024,5,5
0.114,0.094,0.22,0.144,0.098,0.33,2955465,3,5
0.278,0.036,0.188,0.25,0.078,0.17,1803956,0,0
0.04,0.198,0.092,0.018,0.354,0.298,1933190,5,4
