prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.034,0.046,0.074,0.074,0.028,0.744,3052390,1,5
0.02,0.334,0.06,0.006,0.032,0.548,3048158,1,5
0.37,0.058,0.17,0.138,0.162,0.102,463676,3,0
0.292,0.174,0.134,0.082,0.134,0.184,95342,0,0
0.01,0.32,0.184,0.008,0.026,0.452,3048184,1,5
0.056,0.122,0.064,0.076,0.236,0.446,3052684,5,5
0.01,0.204,0.036,0.002,0.024,0.724,3048168,5,5
0.056,0.038,0.024,0.12,0.038,0.724,3052426,5,5
0.036,0.138,0.026,0.086,0.292,0.422,1987019,5,5
0.068,0.032,0.032,0.1,0.022,0.746,3052389,5,5
0.028,0.116,0.088,0.094,0.258,0.416,3052514,5,5
0.048,0.054,0.266,0.038,0.32,0.274,3052470,4,4
0.16,0.068,0.134,0.07,0.288,0.28,3052477,2,4
0.258,0.04,0.198,0.142,0.192,0.17,147712,3,0
0.038,0.37,0.012,0.018,0.182,0.38,1972577,5,5
0.074,0.304,0.098,0.064,0.172,0.288,1714619,1,1
0.044,0.116,0.028,0.032,0.396,0.384,3052458,4,4
0.152,0.03,0.154,0.076,0.15,0.438,3052498,2,5
0.024,0.036,0.016,0.064,0.032,0.828,3052396,5,5
0.258,0.03,0.258,0.12,0.192,0.142,147711,3,0
0.036,0.068,0.066,0.012,0.698,0.12,3052310,4,4
0.03,0.296,0.076,0.024,0.032,0.542,59304,5,5
0.364,0.06,0.18,0.172,0.084,0.14,138951,0,0
0.096,0.18,0.154,0.104,0.162,0.304,3052464,4,5
0.06,0.338,0.016,0.022,0.108,0.456,1972574,5,5
0.382,0.082,0.05,0.162,0.04,0.284,1239565,0,0
0.164,0.188,0.104,0.068,0.174,0.302,138948,0,5
0.062,0.364,0.128,0.048,0.026,0.372,60876,5,5
0.072,0.336,0.198,0.052,0.012,0.33,11033,1,1
0.198,0.014,0.166,0.26,0.094,0.268,3052493,2,5
