prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.008,0.704,0.018,0.016,0.094,0.16,11292,1,1
0.038,0.206,0.07,0.04,0.056,0.59,3048360,5,5
0.028,0.216,0.074,0.024,0.036,0.622,37124,5,5
0.08,0.024,0.692,0.078,0.044,0.082,11709,2,2
0.034,0.314,0.046,0.024,0.026,0.556,3052468,1,5
0.168,0.1,0.176,0.19,0.066,0.3,2955935,3,5
0.412,0.026,0.19,0.156,0.066,0.15,1239573,0,0
0.04,0.348,0.072,0.03,0.038,0.472,3048448,1,5
0.028,0.24,0.024,0.01,0.084,0.614,1972575,5,5
0.144,0.054,0.058,0.12,0.044,0.58,3052387,5,5
0.048,0.272,0.086,0.034,0.026,0.534,3047395,5,5
0.216,0.016,0.078,0.594,0.022,0.074,694003,3,3
0.302,0.116,0.066,0.066,0.136,0.314,138950,0,5
0.288,0.12,0.044,0.134,0.14,0.274,77763,1,0
0.032,0.044,0.032,0.016,0.82,0.056,3052299,4,4
0.03,0.07,0.196,0.078,0.176,0.45,1980456,4,5
0.446,0.112,0.124,0.13,0.062,0.126,1821750,0,0
0.066,0.242,0.238,0.058,0.196,0.2,12475,2,1
0.05,0.33,0.066,0.014,0.018,0.522,3048443,1,5
0.074,0.088,0.074,0.338,0.062,0.364,3049952,3,5
0.052,0.292,0.024,0.028,0.356,0.248,3052342,5,4
0.126,0.174,0.062,0.062,0.364,0.212,3052300,4,4
0.042,0.066,0.258,0.044,0.258,0.332,3052470,4,5
0.036,0.1,0.072,0.058,0.25,0.484,3052514,5,5
0.096,0.064,0.06,0.118,0.028,0.634,3052429,5,5
0.05,0.316,0.034,0.016,0.14,0.444,1972574,5,5
0.032,0.074,0.27,0.084,0.152,0.388,3052503,2,5
0.088,0.226,0.026,0.08,0.366,0.214,3052558,5,4
0.052,0.29,0.08,0.044,0.046,0.488,59301,5,5
0.414,0.06,0.124,0.12,0.12,0.162,1330491,0,0
