prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.07,0.125,0.01,0.595,0.1,0.1,290028,3,3
0.005,0.12,0.21,0.025,0.305,0.335,3052789,5,5
0.775,0.015,0.01,0.125,0.01,0.065,138950,0,0
0.01,0.225,0.065,0.035,0.165,0.5,1972573,5,5
0.015,0.35,0.035,0.01,0.025,0.565,3052466,1,5
0.01,0.23,0.18,0.085,0.11,0.385,3052619,2,5
0.01,0.075,0.07,0.055,0.385,0.405,3052460,4,5
0.015,0.42,0.07,0.025,0.02,0.45,332097,5,5
0.125,0.125,0.355,0.07,0.125,0.2,3052230,2,2
0.01,0.26,0.04,0.015,0.54,0.135,3052307,4,4
0.015,0.26,0.015,0.005,0.035,0.67,3048448,1,5
0.02,0.09,0.125,0.04,0.505,0.22,3052458,4,4
0.345,0.155,0.17,0.11,0.075,0.145,1678143,2,0
0.0,0.115,0.195,0.025,0.465,0.2,3052477,2,4
0.04,0.465,0.165,0.005,0.03,0.295,3048170,5,1
0.01,0.11,0.03,0.04,0.065,0.745,3052428,5,5
0.55,0.11,0.04,0.05,0.08,0.17,1330491,0,0
0.015,0.265,0.115,0.03,0.205,0.37,1972576,1,5
0.005,0.5,0.06,0.02,0.23,0.185,12538,1,1
0.02,0.065,0.1,0.055,0.5,0.26,3052462,4,4
0.005,0.085,0.03,0.02,0.02,0.84,3052396,5,5
0.025,0.225,0.04,0.035,0.1,0.575,3052381,5,5
0.05,0.16,0.07,0.155,0.15,0.415,2955291,3,5
0.01,0.11,0.025,0.04,0.04,0.775,3052418,5,5
0.04,0.2,0.11,0.05,0.15,0.45,1972579,5,5
0.235,0.175,0.035,0.22,0.085,0.25,1348384,0,5
0.46,0.09,0.105,0.095,0.1,0.15,1330524,0,0
0.0,0.245,0.29,0.005,0.065,0.395,3048184,1,5
0.085,0.15,0.055,0.13,0.1,0.48,3052413,5,5
0.66,0.005,0.025,0.19,0.015,0.105,147711,3,0
