prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.116,0.162,0.12,0.102,0.148,0.352,2955291,3,5
0.114,0.19,0.08,0.124,0.122,0.37,1972575,5,5
0.248,0.064,0.192,0.082,0.102,0.312,67605,0,5
0.116,0.156,0.118,0.112,0.182,0.316,3052789,5,5
0.054,0.318,0.068,0.04,0.092,0.428,3052468,1,5
0.23,0.08,0.166,0.052,0.096,0.376,12475,2,5
0.088,0.13,0.116,0.136,0.15,0.38,3052560,4,5
0.152,0.144,0.122,0.094,0.122,0.366,1972578,5,5
0.128,0.138,0.208,0.1,0.148,0.278,11723,2,5
0.086,0.118,0.156,0.096,0.326,0.218,1980456,4,4
0.128,0.168,0.122,0.096,0.138,0.348,11318,1,5
0.086,0.122,0.11,0.084,0.36,0.238,3052458,4,4
0.124,0.11,0.292,0.112,0.136,0.226,338478,2,2
0.08,0.106,0.416,0.066,0.16,0.172,3052480,2,2
0.084,0.398,0.08,0.044,0.068,0.326,60876,5,1
0.14,0.132,0.14,0.116,0.146,0.326,1987017,5,5
0.402,0.11,0.118,0.12,0.092,0.158,1330491,0,0
0.12,0.336,0.09,0.078,0.11,0.266,12538,1,1
0.118,0.132,0.088,0.158,0.138,0.366,77763,1,5
0.112,0.116,0.11,0.122,0.31,0.23,3052462,4,4
0.106,0.138,0.098,0.134,0.162,0.362,3052600,5,5
0.038,0.162,0.044,0.038,0.064,0.654,3048225,5,5
0.102,0.108,0.102,0.284,0.13,0.274,11137,3,3
0.052,0.124,0.1,0.08,0.05,0.594,2169701,5,5
0.154,0.196,0.118,0.098,0.118,0.316,1972573,5,5
0.438,0.102,0.116,0.128,0.064,0.152,2003652,0,0
0.2,0.146,0.184,0.068,0.138,0.264,2956252,0,5
0.132,0.258,0.128,0.09,0.12,0.272,1897087,1,5
0.072,0.248,0.082,0.044,0.07,0.484,3047375,5,5
0.132,0.128,0.114,0.132,0.164,0.33,3052556,3,5
