prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.356,0.108,0.146,0.102,0.124,0.164,147712,3,0
0.082,0.132,0.13,0.136,0.196,0.324,3052600,5,5
0.292,0.06,0.31,0.048,0.102,0.188,36427,0,2
0.078,0.088,0.054,0.1,0.124,0.556,3052401,5,5
0.064,0.36,0.058,0.04,0.066,0.412,3048215,1,5
0.13,0.118,0.162,0.062,0.132,0.396,3052230,2,5
0.122,0.158,0.128,0.122,0.162,0.308,3052505,4,5
0.086,0.17,0.224,0.11,0.158,0.252,3052789,5,5
0.154,0.13,0.216,0.108,0.124,0.268,338079,2,5
0.066,0.084,0.098,0.076,0.486,0.19,2169991,4,4
0.124,0.206,0.138,0.088,0.116,0.328,11569,1,5
0.096,0.118,0.114,0.094,0.332,0.246,3052300,4,4
0.14,0.138,0.204,0.08,0.134,0.304,11642,2,5
0.196,0.136,0.186,0.078,0.128,0.276,1678143,2,5
0.064,0.144,0.092,0.068,0.116,0.516,3048440,5,5
0.06,0.192,0.108,0.054,0.116,0.47,3047817,5,5
0.1,0.146,0.094,0.168,0.142,0.35,28876,0,5
0.032,0.44,0.028,0.036,0.034,0.43,11036,1,1
0.066,0.516,0.104,0.068,0.088,0.158,90961,1,1
0.084,0.086,0.108,0.076,0.428,0.218,3052307,4,4
0.084,0.154,0.128,0.068,0.126,0.44,1972578,5,5
0.088,0.148,0.1,0.126,0.132,0.406,2748762,5,5
0.108,0.146,0.106,0.096,0.154,0.39,2955935,3,5
0.064,0.274,0.058,0.038,0.088,0.478,3048360,5,5
0.092,0.064,0.088,0.088,0.102,0.566,3052418,5,5
0.374,0.1,0.14,0.106,0.102,0.178,138948,0,0
0.16,0.136,0.188,0.082,0.14,0.294,11983,0,5
0.04,0.11,0.124,0.052,0.06,0.614,11033,1,5
0.098,0.172,0.102,0.132,0.16,0.336,1933191,5,5
0.078,0.17,0.092,0.108,0.156,0.396,2955465,3,5
