prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.084,0.018,0.656,0.242,3052303,respiratory,respiratory
0.296,0.2,0.074,0.43,204269,vector,vector
0.034,0.008,0.04,0.918,3048233,direct contact,vector
0.06,0.036,0.08,0.824,11039,vector,vector
0.582,0.038,0.214,0.166,11292,direct contact,direct contact
0.184,0.658,0.062,0.096,1239570,faecal-oral,faecal-oral
0.092,0.06,0.11,0.738,3052444,vector,vector
0.02,0.004,0.01,0.966,3048459,vector,vector
0.376,0.108,0.232,0.284,3052317,respiratory,direct contact
0.166,0.096,0.11,0.628,2748762,vector,vector
0.51,0.028,0.164,0.298,249583,direct contact,direct contact
0.166,0.088,0.35,0.396,3052537,vector,vector
0.442,0.436,0.036,0.086,1330524,faecal-oral,direct contact
0.202,0.526,0.106,0.166,1330491,faecal-oral,faecal-oral
0.268,0.104,0.122,0.506,1972577,vector,vector
0.298,0.144,0.054,0.504,40053,vector,vector
0.888,0.03,0.042,0.04,194440,direct contact,direct contact
0.64,0.036,0.154,0.17,90961,direct contact,direct contact
0.75,0.05,0.1,0.1,3052505,direct contact,direct contact
0.036,0.02,0.028,0.916,3052464,vector,vector
0.234,0.026,0.158,0.582,11569,vector,vector
0.268,0.1,0.21,0.422,3052684,vector,vector
0.298,0.042,0.39,0.27,3052496,respiratory,respiratory
0.038,0.008,0.05,0.904,3048168,vector,vector
0.016,0.006,0.01,0.968,3046277,vector,vector
0.526,0.05,0.158,0.266,1987017,direct contact,direct contact
0.834,0.082,0.028,0.056,338079,direct contact,direct contact
0.25,0.444,0.148,0.158,2003650,faecal-oral,faecal-oral
0.378,0.118,0.092,0.412,2846071,respiratory,vector
