prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.18,0.028,0.566,0.226,3052299,respiratory,respiratory
0.026,0.02,0.006,0.948,3052468,vector,vector
0.524,0.032,0.18,0.264,1987017,direct contact,direct contact
0.202,0.136,0.126,0.536,2748762,vector,vector
0.782,0.114,0.04,0.064,11642,direct contact,direct contact
0.258,0.532,0.042,0.168,1239573,faecal-oral,faecal-oral
0.312,0.07,0.214,0.404,1972579,vector,vector
0.148,0.09,0.09,0.672,40057,vector,vector
0.056,0.05,0.07,0.824,3048300,respiratory,vector
0.012,0.008,0.01,0.97,3052466,vector,vector
0.88,0.016,0.06,0.044,3052461,direct contact,direct contact
0.026,0.014,0.004,0.956,60875,vector,vector
0.312,0.174,0.196,0.318,12092,faecal-oral,vector
0.388,0.3,0.154,0.158,2003649,faecal-oral,direct contact
0.042,0.02,0.108,0.83,3052381,vector,vector
0.348,0.026,0.014,0.612,3048175,vector,vector
0.706,0.16,0.048,0.086,3052560,direct contact,direct contact
0.802,0.036,0.074,0.088,3052505,direct contact,direct contact
0.642,0.02,0.134,0.204,249583,direct contact,direct contact
0.234,0.022,0.038,0.706,3048287,vector,vector
0.022,0.006,0.008,0.964,3048440,vector,vector
0.014,0.01,0.018,0.958,3052389,vector,vector
0.138,0.136,0.578,0.148,694003,respiratory,respiratory
0.344,0.044,0.29,0.322,1933190,vector,direct contact
0.312,0.058,0.172,0.458,11318,vector,vector
0.632,0.058,0.082,0.228,3049953,direct contact,direct contact
0.422,0.232,0.128,0.218,12475,direct contact,direct contact
0.326,0.572,0.032,0.07,11983,faecal-oral,faecal-oral
0.306,0.046,0.416,0.232,3052496,respiratory,respiratory
