prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.29,0.04,0.415,0.255,3052310,respiratory,respiratory
0.345,0.135,0.125,0.395,3052413,vector,vector
0.525,0.06,0.09,0.325,1987017,direct contact,direct contact
0.075,0.005,0.105,0.815,3047817,vector,vector
0.77,0.1,0.07,0.06,194441,direct contact,direct contact
0.41,0.44,0.045,0.105,72149,faecal-oral,faecal-oral
0.025,0.005,0.04,0.93,3048225,vector,vector
0.045,0.095,0.21,0.65,3052440,vector,vector
0.085,0.035,0.685,0.195,3052498,respiratory,respiratory
0.37,0.065,0.135,0.43,11318,vector,vector
0.725,0.11,0.07,0.095,1897087,direct contact,direct contact
0.1,0.01,0.09,0.8,3048168,vector,vector
0.385,0.515,0.045,0.055,11983,faecal-oral,faecal-oral
0.32,0.455,0.04,0.185,1239572,faecal-oral,faecal-oral
0.01,0.0,0.025,0.965,3052463,vector,vector
0.09,0.03,0.135,0.745,3052464,vector,vector
0.765,0.04,0.095,0.1,3052462,direct contact,direct contact
0.8,0.045,0.07,0.085,3052458,direct contact,direct contact
0.78,0.08,0.07,0.07,194443,direct contact,direct contact
0.155,0.11,0.155,0.58,3052444,vector,vector
0.035,0.005,0.035,0.925,3047385,vector,vector
0.02,0.015,0.08,0.885,11020,vector,vector
0.29,0.03,0.51,0.17,3052325,respiratory,respiratory
0.045,0.05,0.155,0.75,3052429,vector,vector
0.095,0.105,0.08,0.72,3052384,vector,vector
0.775,0.145,0.025,0.055,138951,direct contact,direct contact
0.72,0.06,0.05,0.17,11709,direct contact,direct contact
0.59,0.31,0.05,0.05,2003652,faecal-oral,direct contact
0.12,0.025,0.62,0.235,3052302,respiratory,respiratory
