prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.022,0.012,0.702,0.264,3052470,respiratory,respiratory
0.248,0.172,0.186,0.394,59302,vector,vector
0.608,0.048,0.16,0.184,2951619,direct contact,direct contact
0.054,0.018,0.076,0.852,3047395,vector,vector
0.736,0.118,0.09,0.056,194443,direct contact,direct contact
0.2,0.594,0.064,0.142,1239570,faecal-oral,faecal-oral
0.32,0.084,0.162,0.434,1972579,vector,vector
0.088,0.058,0.062,0.792,3052401,vector,vector
0.216,0.152,0.448,0.184,1335626,respiratory,respiratory
0.004,0.012,0.022,0.962,3048443,vector,vector
0.452,0.206,0.164,0.178,3052230,direct contact,direct contact
0.03,0.004,0.01,0.956,60877,vector,vector
0.192,0.596,0.054,0.158,95342,faecal-oral,faecal-oral
0.274,0.316,0.098,0.312,1348384,faecal-oral,faecal-oral
0.192,0.182,0.098,0.528,204269,vector,vector
0.038,0.036,0.032,0.894,48543,vector,vector
0.806,0.08,0.026,0.088,338079,direct contact,direct contact
0.814,0.096,0.046,0.044,194440,direct contact,direct contact
0.432,0.424,0.054,0.09,138948,direct contact,direct contact
0.012,0.012,0.038,0.938,2083199,vector,vector
0.17,0.088,0.392,0.35,3052456,vector,respiratory
0.09,0.016,0.128,0.766,3047817,vector,vector
0.128,0.072,0.58,0.22,3052474,respiratory,respiratory
0.208,0.062,0.106,0.624,1972577,vector,vector
0.01,0.01,0.034,0.946,3048225,vector,vector
0.604,0.098,0.08,0.218,11723,direct contact,direct contact
0.692,0.066,0.076,0.166,3052345,direct contact,direct contact
0.232,0.49,0.062,0.216,1239572,faecal-oral,faecal-oral
0.08,0.016,0.778,0.126,3052477,respiratory,respiratory
