prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.026,0.012,0.692,0.27,1980456,respiratory,respiratory
0.228,0.06,0.192,0.52,1972579,vector,vector
0.216,0.172,0.142,0.47,12110,direct contact,vector
0.126,0.078,0.112,0.684,3052444,vector,vector
0.174,0.054,0.526,0.246,3052314,direct contact,respiratory
0.242,0.212,0.154,0.392,12092,faecal-oral,vector
0.026,0.022,0.056,0.896,11033,vector,vector
0.018,0.026,0.01,0.946,332097,vector,vector
0.044,0.03,0.058,0.868,3048300,respiratory,vector
0.132,0.118,0.09,0.66,40053,vector,vector
0.706,0.108,0.036,0.15,3049953,direct contact,direct contact
0.048,0.002,0.01,0.94,3046277,vector,vector
0.258,0.538,0.056,0.148,2003651,faecal-oral,faecal-oral
0.26,0.466,0.036,0.238,1239573,faecal-oral,faecal-oral
0.226,0.006,0.006,0.762,3048175,vector,vector
0.018,0.022,0.038,0.922,3052431,vector,vector
0.642,0.028,0.122,0.208,90961,direct contact,direct contact
0.274,0.076,0.07,0.58,2955291,direct contact,vector
0.14,0.056,0.1,0.704,2955935,direct contact,vector
0.09,0.122,0.102,0.686,3052440,vector,vector
0.114,0.016,0.022,0.848,3048170,vector,vector
0.03,0.042,0.04,0.888,11029,vector,vector
0.036,0.02,0.65,0.294,3052498,respiratory,respiratory
0.02,0.024,0.002,0.954,3048158,vector,vector
0.182,0.034,0.144,0.64,11569,vector,vector
0.522,0.084,0.136,0.258,11723,direct contact,direct contact
0.846,0.052,0.046,0.056,194441,direct contact,direct contact
0.206,0.448,0.082,0.264,1678143,faecal-oral,faecal-oral
0.13,0.076,0.572,0.222,3052474,respiratory,respiratory
