prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.04447403,0.19883034,0.7365047,0.02019096,11137,respiratory,respiratory
0.0038211667,0.0007405095,0.0005371809,0.99490106,11021,vector,vector
0.9713884,0.0019923004,0.0017632935,0.024856022,11292,direct contact,direct contact
0.13100755,0.013919666,0.013833081,0.84123975,3048215,vector,vector
0.039670072,0.0038368856,0.0041864975,0.9523065,3048233,direct contact,vector
0.018043764,0.28826112,0.3627067,0.3309884,693997,faecal-oral,respiratory
0.016312424,0.0024331345,0.0029835177,0.97827095,3047837,vector,vector
0.017598154,0.015032547,0.09230955,0.8750597,1933191,vector,vector
0.021225348,0.0051021636,0.94444525,0.029227221,3052470,respiratory,respiratory
0.0050354167,0.003447026,0.01623163,0.97528595,3052381,vector,vector
0.981356,0.014308874,0.0020010623,0.0023339745,3052557,direct contact,direct contact
0.041465048,0.013723437,0.6052487,0.33956286,3052684,vector,respiratory
0.043944843,0.91230845,0.029207276,0.014539436,1239570,faecal-oral,faecal-oral
0.011291209,0.008379783,0.97207505,0.008253974,12092,faecal-oral,respiratory
0.0016968462,0.000352314,0.00040351338,0.9975473,3052468,vector,vector
0.0025234178,0.00059553084,0.0005555359,0.99632555,3052463,vector,vector
0.19550136,0.021242056,0.026651373,0.7566052,3048148,direct contact,vector
0.9135783,0.06701254,0.008557101,0.010852103,338079,direct contact,direct contact
0.8927399,0.01938007,0.05656502,0.031314995,147712,direct contact,direct contact
0.0022564477,0.0017086754,0.01169409,0.9843407,3052444,vector,vector
0.003870251,0.037773397,0.0055897976,0.95276654,2748762,vector,vector
0.003174826,0.00919396,0.0038791257,0.98375213,40053,vector,vector
0.014299678,0.010363014,0.9725965,0.002740795,3052331,respiratory,respiratory
0.0017935301,0.0016373513,0.0008843472,0.99568474,332097,vector,vector
0.36637694,0.04106442,0.04351932,0.5490393,3052465,vector,vector
0.9841309,0.0026957884,0.0031695156,0.01000374,2951619,direct contact,direct contact
0.022046283,0.0058028377,0.936619,0.035531845,3052314,direct contact,respiratory
0.1247649,0.6327132,0.21158987,0.030932037,1239573,faecal-oral,faecal-oral
0.10272452,0.7814163,0.046896134,0.06896305,1335626,respiratory,faecal-oral
