prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.35573876,0.38829526,0.19484031,0.061125644,1335626,respiratory,faecal-oral
0.14160612,0.015012791,0.017026342,0.82635474,3052518,vector,vector
0.012925166,0.0030015148,0.0035427876,0.9805305,3048184,direct contact,vector
0.005005739,0.0014794638,0.001147826,0.99236697,3048225,vector,vector
0.97896945,0.0042877435,0.0019665123,0.01477626,3049953,direct contact,direct contact
0.7976069,0.1378358,0.0033353304,0.061222024,1239565,faecal-oral,direct contact
0.1203169,0.03569336,0.10200496,0.7419847,1933189,vector,vector
0.0063071824,0.004978415,0.08189128,0.9068231,3052440,vector,vector
0.049468063,0.0071801483,0.89389676,0.04945501,3052489,respiratory,respiratory
0.04402157,0.016437748,0.054665167,0.8848755,3052418,vector,vector
0.98582053,0.004165118,0.0020649373,0.007949465,3052556,direct contact,direct contact
0.110812396,0.04162776,0.7446991,0.10286076,3052676,vector,respiratory
0.10928884,0.12424662,0.7360179,0.030446624,1803956,faecal-oral,respiratory
0.45962015,0.5295537,0.0030877723,0.0077383816,2003650,faecal-oral,faecal-oral
0.21477626,0.11669916,0.09358809,0.57493645,3052431,vector,vector
0.007948373,0.0013653727,0.001277127,0.9894091,37124,vector,vector
0.97543687,0.003055767,0.0016595785,0.019847741,3049952,direct contact,direct contact
0.9743983,0.00287982,0.018241815,0.0044799712,194441,direct contact,direct contact
0.9897866,0.0017654725,0.0026925555,0.0057553183,3052460,direct contact,direct contact
0.10021455,0.06726565,0.21317917,0.61934066,3052384,vector,vector
0.004798389,0.0021522583,0.001973246,0.9910761,11039,vector,vector
0.040351667,0.011848246,0.008221239,0.9395789,3052413,vector,vector
0.13317704,0.6132957,0.22996047,0.023566807,290028,respiratory,faecal-oral
0.0031928362,0.0073466823,0.0011914088,0.9882691,2083198,vector,vector
0.0031592443,0.012903878,0.0019636503,0.9819732,40058,vector,vector
0.9858597,0.008507996,0.002736563,0.002895807,338478,direct contact,direct contact
0.47931585,0.18272294,0.06519645,0.27276483,3052505,direct contact,direct contact
0.009169885,0.96206266,0.0027740293,0.02599347,1821750,faecal-oral,faecal-oral
0.012055557,0.0029980293,0.96936774,0.015578636,3052499,respiratory,respiratory
