prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.011049743,0.1706962,0.8022695,0.01598452,290028,respiratory,respiratory
0.0026372592,0.0012228271,0.0015119597,0.994628,60876,vector,vector
0.9970988,0.00058499275,0.00052529306,0.0017909434,3052345,direct contact,direct contact
0.0045876727,0.010022122,0.0023257218,0.9830645,40053,vector,vector
0.934093,0.015502449,0.014227061,0.03617752,11676,direct contact,direct contact
0.027088046,0.014499559,0.90433836,0.05407403,12092,faecal-oral,respiratory
0.007303997,0.004033673,0.003564936,0.9850974,204269,vector,vector
0.007207451,0.0070465594,0.014086448,0.97165954,3052456,vector,vector
0.037050035,0.026521366,0.77537733,0.16105126,3052493,respiratory,respiratory
0.0017375457,0.0019923332,0.0007473687,0.99552274,11036,vector,vector
0.97175205,0.0022914556,0.022928128,0.0030283353,3052223,direct contact,direct contact
0.009121183,0.009426081,0.05519577,0.92625695,1933191,vector,vector
0.23216628,0.6493162,0.024374938,0.09414259,2956252,faecal-oral,faecal-oral
0.94121563,0.03492967,0.005545715,0.018308971,11983,faecal-oral,direct contact
0.04463401,0.0077448105,0.008067695,0.9395535,3052465,vector,vector
0.001607325,0.0023481913,0.0013170891,0.99472743,3052397,vector,vector
0.003602511,0.9583939,0.009947782,0.02805581,694009,direct contact,faecal-oral
0.9587806,0.009859976,0.027639633,0.00371986,338079,direct contact,direct contact
0.36271974,0.49223286,0.026124662,0.11892274,35612,direct contact,faecal-oral
0.20940161,0.09598639,0.20944817,0.48516384,3052431,vector,vector
0.0005361431,0.00034250057,0.0002876313,0.9988337,3048158,vector,vector
0.004630466,0.22350937,0.002710901,0.76914924,1972579,vector,vector
0.01287894,0.31132156,0.6568056,0.018993897,694003,respiratory,respiratory
0.00659907,0.005029892,0.0042620734,0.984109,11318,vector,vector
0.003378853,0.0023619574,0.004688157,0.989571,3047817,vector,vector
0.9500557,0.0018061972,0.0018279579,0.04631011,3049953,direct contact,direct contact
0.4785759,0.018734314,0.0077675222,0.49492228,2955291,direct contact,vector
0.22508143,0.7627832,0.007344049,0.004791313,72149,faecal-oral,faecal-oral
0.0073459386,0.010358017,0.095830515,0.8864655,3052303,respiratory,vector
