prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.0031067377,0.034191474,0.9582596,0.0044421847,277944,respiratory,respiratory
0.008673824,0.013451321,0.06462626,0.91324854,3046277,vector,vector
0.4717453,0.21981706,0.16809744,0.14034022,11642,direct contact,direct contact
0.048326213,0.031672206,0.061815154,0.8581865,1933190,vector,vector
0.9203802,0.004159979,0.0053682453,0.070091665,2951619,direct contact,direct contact
0.0400715,0.9261365,0.01740522,0.016386824,2003651,faecal-oral,faecal-oral
0.007086341,0.0015329182,0.0012563528,0.9901244,11039,vector,vector
0.007063297,0.004153817,0.002906414,0.9858765,2083199,vector,vector
0.07986592,0.014731284,0.8430544,0.062348377,3052474,respiratory,respiratory
0.09197163,0.007212921,0.012050208,0.8887652,3047817,vector,vector
0.99316555,0.0020093045,0.00086632697,0.0039588236,3052556,direct contact,direct contact
0.03794314,0.0021212508,0.0019404684,0.9579952,2169701,vector,vector
0.87436545,0.081487015,0.00894966,0.035197873,95342,faecal-oral,direct contact
0.41739577,0.022383386,0.01217939,0.54804146,351073,faecal-oral,vector
0.028349724,0.019751823,0.013467608,0.93843085,3048215,vector,vector
0.030199083,0.025756508,0.014341413,0.929703,3052456,vector,vector
0.65712255,0.1828271,0.117241934,0.042808414,338079,direct contact,direct contact
0.87820554,0.057933547,0.023291377,0.04056949,194440,direct contact,direct contact
0.9616465,0.012430218,0.020545961,0.0053773005,194443,direct contact,direct contact
0.027192064,0.01052978,0.0078954445,0.9543827,1972576,vector,vector
0.017084863,0.0048014373,0.0036676405,0.9744461,11318,vector,vector
0.0016183413,0.0016120743,0.0010510671,0.99571854,3052389,vector,vector
0.101071514,0.050865732,0.8045945,0.043468222,3052302,respiratory,respiratory
0.0028607808,0.0019620396,0.0011695434,0.9940076,60876,vector,vector
0.007474719,0.0012212894,0.0016970364,0.9896069,3047385,vector,vector
0.89726514,0.045125615,0.04891562,0.008693656,147711,direct contact,direct contact
0.99200773,0.0017116596,0.0017312729,0.004549285,3052461,direct contact,direct contact
0.08589375,0.83365047,0.029826494,0.050629273,1330491,faecal-oral,faecal-oral
0.029564947,0.16712034,0.5643729,0.23894179,3052493,respiratory,respiratory
