prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.016769305,0.8913244,0.069885865,0.022020437,1335626,respiratory,faecal-oral
0.09868632,0.009459978,0.013642564,0.87821114,3052464,vector,vector
0.46925396,0.114114776,0.30845064,0.10818059,338079,direct contact,direct contact
0.0074096266,0.00057191774,0.0005570243,0.9914614,11029,vector,vector
0.2988038,0.66191685,0.02157694,0.01770237,138951,direct contact,faecal-oral
0.02142471,0.03575954,0.0026896715,0.9401261,1348384,faecal-oral,vector
0.13667858,0.023432761,0.024605203,0.8152835,77763,vector,vector
0.026072565,0.0069873817,0.007089431,0.95985067,1972573,vector,vector
0.039439246,0.008317817,0.93239874,0.019844126,3052489,respiratory,respiratory
0.016430847,0.016209783,0.0041253087,0.96323407,204269,vector,vector
0.95822674,0.013594511,0.006502504,0.021676276,11676,direct contact,direct contact
0.002405258,0.0009063102,0.00076248,0.995926,60875,vector,vector
0.0034328753,0.9884537,0.0048393207,0.0032741374,2003651,faecal-oral,faecal-oral
0.19290407,0.7532392,0.02520563,0.028651131,72149,faecal-oral,faecal-oral
0.28142747,0.003087998,0.002762603,0.71272194,59300,vector,vector
0.6193824,0.043566734,0.028896278,0.30815458,1972577,vector,direct contact
0.9779675,0.008508162,0.004606358,0.00891796,3052560,direct contact,direct contact
0.91109854,0.0063584787,0.011875419,0.07066757,12475,direct contact,direct contact
0.950952,0.0059187287,0.0046867747,0.038442496,90961,direct contact,direct contact
0.46365333,0.03496917,0.022528471,0.47884905,3052465,vector,vector
0.032886315,0.0147805195,0.32927215,0.62306106,3052537,vector,vector
0.007164743,0.008025215,0.008553989,0.9762561,3052456,vector,vector
0.004052384,0.0021441046,0.9925545,0.0012490563,3052299,respiratory,respiratory
0.0060452423,0.001416809,0.0021573617,0.99038064,3048443,vector,vector
0.0017998791,0.00068303617,0.0006105644,0.99690646,11024,vector,vector
0.97144127,0.0034867248,0.0038048788,0.021267181,3049953,direct contact,direct contact
0.9715399,0.0053032367,0.0027627954,0.020394018,1897087,direct contact,direct contact
0.0064456733,0.0017636933,0.0012157181,0.9905749,28876,faecal-oral,vector
0.20494165,0.66266835,0.013055254,0.11933472,2846071,respiratory,faecal-oral
