prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.0032969066,0.004617848,0.0033724732,0.9887128,3052303,respiratory,vector
0.010520894,0.00039169533,0.00042031112,0.9886671,2169701,vector,vector
0.99517834,0.0008848424,0.0009561472,0.0029806457,3052460,direct contact,direct contact
0.011672444,0.13311516,0.016266279,0.8389461,3052429,vector,vector
0.021227282,0.012902382,0.8976076,0.06826275,3052314,direct contact,respiratory
0.95488083,0.010440541,0.026052002,0.008626588,95342,faecal-oral,direct contact
0.015492951,0.005387483,0.101130016,0.87798953,3052390,vector,vector
0.022110686,0.07643429,0.045779604,0.8556754,3052387,vector,vector
0.006830006,0.011919492,0.9790486,0.0022019132,290028,respiratory,respiratory
0.113000125,0.03578033,0.041739598,0.80948,11021,vector,vector
0.1864647,0.026162498,0.78171384,0.00565895,147711,direct contact,respiratory
0.004959974,0.006357258,0.0060100397,0.9826727,3052396,vector,vector
0.7456675,0.22661838,0.015218645,0.012495502,2003652,faecal-oral,direct contact
0.032212492,0.9479799,0.013855946,0.0059516695,1239573,faecal-oral,faecal-oral
0.0038838496,0.017302783,0.005357285,0.9734561,3052389,vector,vector
0.0005785787,0.0007102915,0.00042440067,0.99828666,3047395,vector,vector
0.002040625,0.0019843807,0.0010726913,0.99490225,2955465,direct contact,vector
0.8518348,0.003092259,0.053107064,0.09196589,3052223,direct contact,direct contact
0.8007128,0.0025425446,0.0011430518,0.19560161,3049953,direct contact,direct contact
0.0060426686,0.00038276927,0.00042221794,0.9931524,3048225,vector,vector
0.045059882,0.012398932,0.69567204,0.2468692,3052537,vector,respiratory
0.0017288487,0.0040047425,0.0007355715,0.9935308,2083198,vector,vector
0.011596962,0.0059426944,0.96829695,0.014163383,3052325,respiratory,respiratory
0.03920419,0.045241438,0.022988532,0.89256585,1933191,vector,vector
0.005171069,0.009884012,0.0025476885,0.9823972,11036,vector,vector
0.9515471,0.0044962284,0.004261584,0.039695133,11723,direct contact,direct contact
0.884372,0.007566829,0.0039324877,0.10412874,1897087,direct contact,direct contact
0.058915418,0.24086384,0.6879066,0.0123141,67605,faecal-oral,respiratory
0.005637431,0.0041073854,0.0012164809,0.9890387,3048300,respiratory,vector
