prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.018832322,0.009239923,0.92802024,0.04390754,2169991,respiratory,respiratory
0.0011035325,0.0015322544,0.0011254308,0.9962387,3052389,vector,vector
0.59200776,0.23893976,0.15158977,0.01746273,338079,direct contact,direct contact
0.0020688185,0.0061352155,0.0022080624,0.9895879,60877,vector,vector
0.98252285,0.008940889,0.0028891792,0.005647106,1897087,direct contact,direct contact
0.6137682,0.15226702,0.062095795,0.17186898,2003650,faecal-oral,direct contact
0.017654365,0.016765192,0.18492953,0.78065085,3052428,vector,vector
0.0020012974,0.0041212966,0.0044590877,0.9894183,3052440,vector,vector
0.03410984,0.014336387,0.9353252,0.016228585,3052325,respiratory,respiratory
0.0111341365,0.0022076275,0.0012669205,0.9853914,60875,vector,vector
0.43934223,0.45631185,0.022573177,0.081772745,138948,direct contact,faecal-oral
0.018243745,0.09418916,0.004996184,0.8825709,2083198,vector,vector
0.014239316,0.3759799,0.60351104,0.006269701,1239573,faecal-oral,respiratory
0.04970316,0.9213998,0.019926388,0.008970674,2003651,faecal-oral,faecal-oral
0.005880411,0.0010696724,0.0008506375,0.99219924,3048360,vector,vector
0.0039446712,0.00054273923,0.001014173,0.99449843,59304,vector,vector
0.98093283,0.011833318,0.0028494792,0.0043844096,3052557,direct contact,direct contact
0.04300013,0.017562902,0.728069,0.211368,3052314,direct contact,respiratory
0.70824337,0.1665977,0.05532628,0.069832645,3052230,direct contact,direct contact
0.0052009476,0.0068146614,0.0032184136,0.984766,1972579,vector,vector
0.0015861575,0.00070259627,0.0008364802,0.9968747,3052396,vector,vector
0.0009931998,0.00079296634,0.0011044012,0.9971095,3048459,vector,vector
0.0049865693,0.00482586,0.9480519,0.042135637,1980456,respiratory,respiratory
0.002776139,0.0015357877,0.0017822732,0.99390584,3052518,vector,vector
0.0032594795,0.0030959295,0.0017842498,0.99186033,2083199,vector,vector
0.08673646,0.023504814,0.027660862,0.86209786,3048148,direct contact,vector
0.67028564,0.021932665,0.26253396,0.0452477,3052223,direct contact,direct contact
0.083614185,0.4966147,0.050765596,0.3690055,1239565,faecal-oral,faecal-oral
0.038604703,0.35416374,0.595602,0.011629595,290028,respiratory,respiratory
